pid,label,description,year,medium,series_subject,image_size,frame_size,gallery_one,gallery_one_identifier,gallery_price,gallery_two,gallery_two_identifier,gallery_three,gallery_three_identifier,order,layout,collection,thumbnail,full,manifest
obj232,Untitled,"A portrait of newlyweds. The woman's face reveals a void, the man's head obscures a butterfly.",Unknown,Collage,Portraits: Masks,16 x 12 1/4,25 x 21 1/2,,,,,,,,149,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj232/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj232/full/1140,/0/default.jpg",/img/derivatives/iiif/obj232/manifest.json
obj233,Untitled,An eye masks the top half of mickey mouse's body.,Unknown,Collage,Portraits: Masks,6 3/4 x 4 1/2,22 x 20,,,,,,,,150,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj233_obj233_0/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj233_obj233_0/full/1140,/0/default.jpg",/img/derivatives/iiif/obj233/manifest.json
obj234,Untitled (Violinist),A figure whose face is obscured plays a violin to a butterfly that has landed upon his sheet music.,1988,Collage,Portraits: Masks,11 x 7,20 3/4 x 16 3/4,,,,,,,,151,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj234/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj234/full/1140,/0/default.jpg",/img/derivatives/iiif/obj234/manifest.json
obj235,The Minister's Black Veil,The top half a figure's head is peeled back to reveal a black void.,2012,Collage,Portraits: Masks,19 3/4 x 15 3/4,22 5/8 x 18 5/8,Berta Walker Gallery,18019,"$14,000.00 ",,,,,152,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj235/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj235/full/1140,/0/default.jpg",/img/derivatives/iiif/obj235/manifest.json
obj236,Untitled,Clouds hang above an eye that appears to float alongside the void in place of a man's face.,Unknown,Collage,Portraits: Masks,10 3/4 x 6 1/4,21 1/4 x 17 1/4,,,,,,,,153,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj236/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj236/full/1140,/0/default.jpg",/img/derivatives/iiif/obj236/manifest.json
obj237,Untitled,Symmetrical roses and a forest scene appear to create the shape of human face.,Unknown,Collage,Portraits: Masks,6 1/2 x 5 3/4,20 3/4 x 16 1/2,Alexander Gallery,VB12,,,,,,154,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj237/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj237/full/1140,/0/default.jpg",/img/derivatives/iiif/obj237/manifest.json
obj238,Untitled,A woman's face hooded in white with rose atop head.,Unknown,Collage,Portraits: Masks,13 1/4 x 10 1/4,20 x 17,,,,,,,,155,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj238/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj238/full/1140,/0/default.jpg",/img/derivatives/iiif/obj238/manifest.json
obj239,Untitled,A marionette juggles red and white balls.,Unknown,Collage,Portraits: Masks,16 1/4 x 17 1/4,23 1/2 x 24,,,,,,,,156,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj239/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj239/full/1140,/0/default.jpg",/img/derivatives/iiif/obj239/manifest.json
obj24,Untitled,"A young girl serves the torso of a woman. The woman is Salvador Dali's Portrait of Gala, 1935.",Unknown,Collage,Allusion to Artist,7 1/2 x 5 1/2,21 x 17 1/8,,,,,,,,157,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj24/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj24/full/1140,/0/default.jpg",/img/derivatives/iiif/obj24/manifest.json
obj240,Untitled,A rose masks the face of a figure in red and black gown.,Unknown,Collage,Portraits: Masks,8 x 5 1/2,18 x 15,,,,,,,,158,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj240_obj240_0/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj240_obj240_0/full/1140,/0/default.jpg",/img/derivatives/iiif/obj240/manifest.json
obj241,Africa,A figure's face masked by a wig.,2008,Assemblage,Portraits: Masks,27 3/8 x 22 x 3,,Lori Bookstein,LBFA 3218,,,,,,159,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj241/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj241/full/1140,/0/default.jpg",/img/derivatives/iiif/obj241/manifest.json
obj242,Study for Orpheus,A half spherical object within a box.,1963,Assemblage,Study for Orpheus,12 x 12 x 6 3/4,,Franklin ...,,,Alexandre Gallery,VB 63.01,,,160,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj242/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj242/full/1140,/0/default.jpg",/img/derivatives/iiif/obj242/manifest.json
obj243,Study for Orpheus 2,A half spherical object within a box.,1963,Assemblage,Study for Orpheus,12 x 12 x 6 3/4,,Alexandre Gallery,VB 63.02,,,,,,161,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj243/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj243/full/1140,/0/default.jpg",/img/derivatives/iiif/obj243/manifest.json
obj244,Untitled,Three spheres: one white; one black; one grey with fibers.,Unknown,Assemblage,Shapes,17 x 25 1/2,20 3/4 x 29,,,,,,,,162,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj244/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj244/full/1140,/0/default.jpg",/img/derivatives/iiif/obj244/manifest.json
obj245,Untitled,"Seven shapes; 4 spheres, one of which is blue; two cylinders; and a cube.",Unknown,Assemblage,Shapes,17 x 24,19 1/4 x 25 3/4,,,,,,,,163,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj245/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj245/full/1140,/0/default.jpg",/img/derivatives/iiif/obj245/manifest.json
obj246,Four White Objects,Four white objects: Two squares; a sphere; and one is biconical.,2008,Assemblage,Shapes,20 x 30,,Kent Fine Art,,,Lori Bookstein,LBFA-4105,,,164,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj246/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj246/full/1140,/0/default.jpg",/img/derivatives/iiif/obj246/manifest.json
obj247,Untitled,Three shapes: Two cubes; one biconical.,,Assemblage,Shapes,,,,,,,,,,165,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj247/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj247/full/1140,/0/default.jpg",/img/derivatives/iiif/obj247/manifest.json
obj248,Untitled,A horseshoe is nailed to a wooden cutting board.,Unknown,Assemblage,Shapes,23 1/2 x 19,28 3/4 x 25,,,,,,,,166,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj248/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj248/full/1140,/0/default.jpg",/img/derivatives/iiif/obj248/manifest.json
obj25,Untitled,"Beneath a pane of shattered glass, between a pair of insects wings, a woman turns away from a swan nesting upon roses. The woman is Salvador Dali's Portrait of Gala, 1935.",Unknown,Collage,Allusion to Artist,16 x 21 3/4,23 1/8 x 29 1/4,,,,,,,,167,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj25/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj25/full/1140,/0/default.jpg",/img/derivatives/iiif/obj25/manifest.json
obj26,The Star Head Poet,An image of Marcel Duchamp with a comet cut into his hair on back of head above a selection from the biography of French poet Guillaume Apollinaire from the book titled Age of Surrealism.,2013,Collage,Allusion to Artist,7 x 5,21 1/4 x 17 1/8,Lori Bookstein Fine Art,LBFA#VB-6230,,,,,,168,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj26/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj26/full/1140,/0/default.jpg",/img/derivatives/iiif/obj26/manifest.json
obj27,The Valise,An image of Marcel Duchamp as Rrose Selavy captioned by his name above luggage with Rrose Selavy's name.,2013,Collage,Allusion to Artist,10 1/2 x 8,21 x 17,Lori Bookstein Fine Art,LBFA#VB-6224,,,,,,169,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj27/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj27/full/1140,/0/default.jpg",/img/derivatives/iiif/obj27/manifest.json
obj28,A Letter to Timothy Rub,A stamped envelope addressed to Marcel Duchamp.,2013,Collage,Allusion to Artist,4 3/4 x 5 3/4,21 1/8 x 17 1/4,Lori Bookstein Fine Art,LBFA#VB-6237,,,,,,170,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj28/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj28/full/1140,/0/default.jpg",/img/derivatives/iiif/obj28/manifest.json
obj29,Nude Descending Staircase (Cropped Version),"Marcel Duchamp's Nude Descending Staircase No. 2, 1912 appears through a diagram of a window of doors.",2013,Collage,Allusion to Artist,8 3/4 x 10 3/4,17 x 21,Lori Bookstein Fine Art,LBFA#VB-6220,,,,,,171,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj29/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj29/full/1140,/0/default.jpg",/img/derivatives/iiif/obj29/manifest.json
obj3,Untitled,An anatomical cross section of a right leg stands next to two steeples in front of a backdrop of a star chart.,1979,Collage,Anatomical,15 x 19 1/4,27 3/4 x 20 1/8,Dennis Florio,,,Kouros Gallery,,Cordier & Ekstrom,CE#83,172,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj3/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj3/full/1140,/0/default.jpg",/img/derivatives/iiif/obj3/manifest.json
obj30,Madame Rose,Marcel Duchamp as Rrose Selavy peers through a diagram of a window of doors.,2013,Collage,Allusion to Artist,9/12 x 12 1/4,17 x 21,Lori Bookstein Fine Art,LBFA#VB-6220,,,,,,173,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj30/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj30/full/1140,/0/default.jpg",/img/derivatives/iiif/obj30/manifest.json
obj31,Mustache,Marcel Duchamp's name above upside-down false mustache.,2013,Collage,Allusion to Artist,11 x 8 1/4,18 x 14,Lori Bookstein Fine Art,LBFA#VB-6227,,,,,,174,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj31/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj31/full/1140,/0/default.jpg",/img/derivatives/iiif/obj31/manifest.json
obj32,Nude Descending Staircase (Monumental),"A figure gazes upward gesturing at Marcel Duchamp's Nude Descending Staircase No. 2, 1912.",2013,Collage,Allusion to Artist,7 1/4 x 4 1/2,21 x 17,Lori Bookstein Fine Art,LBFA#VB-6235,,,,,,175,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj32/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj32/full/1140,/0/default.jpg",/img/derivatives/iiif/obj32/manifest.json
